"Plot Title: SINDI061424"
"#","Date Time, GMT-06:00","Abs Pres, kPa (LGR S/N: 20642776, SEN S/N: 20642776)","Temp, °C (LGR S/N: 20642776, SEN S/N: 20642776)","Coupler Detached (LGR S/N: 20642776)","Coupler Attached (LGR S/N: 20642776)","Host Connected (LGR S/N: 20642776)","Stopped (LGR S/N: 20642776)","End Of File (LGR S/N: 20642776)"
1721,07/02/24 01:00:00 PM,96.501,23.869,,,,,
1722,07/02/24 01:15:00 PM,96.465,24.062,,,,,
1723,07/02/24 01:30:00 PM,96.402,24.351,,,,,
1724,07/02/24 01:45:00 PM,96.397,24.545,,,,,
1725,07/02/24 02:00:00 PM,96.359,24.641,,,,,
1726,07/02/24 02:15:00 PM,96.332,24.738,,,,,
1727,07/02/24 02:30:00 PM,96.311,24.738,,,,,
1728,07/02/24 02:45:00 PM,96.314,24.835,,,,,
1729,07/02/24 03:00:00 PM,96.296,24.931,,,,,
1730,07/02/24 03:15:00 PM,96.296,24.931,,,,,
1731,07/02/24 03:30:00 PM,96.263,24.835,,,,,
1732,07/02/24 03:45:00 PM,96.253,24.835,,,,,
1733,07/02/24 04:00:00 PM,96.243,24.835,,,,,
1734,07/02/24 04:15:00 PM,96.251,24.738,,,,,
1735,07/02/24 04:30:00 PM,96.238,24.641,,,,,
1736,07/02/24 04:45:00 PM,96.248,24.641,,,,,
1737,07/02/24 05:00:00 PM,96.256,24.545,,,,,
1738,07/02/24 05:15:00 PM,96.254,24.448,,,,,
1739,07/02/24 05:30:00 PM,96.261,24.351,,,,,
1740,07/02/24 05:45:00 PM,96.279,24.255,,,,,
1741,07/02/24 06:00:00 PM,96.307,24.158,,,,,
1742,07/02/24 06:15:00 PM,96.314,24.062,,,,,
1743,07/02/24 06:30:00 PM,96.322,23.966,,,,,
1744,07/02/24 06:45:00 PM,96.319,23.869,,,,,
1745,07/02/24 07:00:00 PM,96.329,23.869,,,,,
1746,07/02/24 07:15:00 PM,96.347,23.773,,,,,
1747,07/02/24 07:30:00 PM,96.367,23.773,,,,,
1748,07/02/24 07:45:00 PM,96.415,23.677,,,,,
1749,07/02/24 08:00:00 PM,96.430,23.484,,,,,
1750,07/02/24 08:15:00 PM,96.450,23.484,,,,,
1751,07/02/24 08:30:00 PM,96.440,23.484,,,,,
1752,07/02/24 08:45:00 PM,96.450,23.484,,,,,
1753,07/02/24 09:00:00 PM,96.468,23.388,,,,,
1754,07/02/24 09:15:00 PM,96.468,23.388,,,,,
1755,07/02/24 09:30:00 PM,96.496,23.292,,,,,
1756,07/02/24 09:45:00 PM,96.496,23.292,,,,,
1757,07/02/24 10:00:00 PM,96.496,23.292,,,,,
1758,07/02/24 10:15:00 PM,96.496,23.292,,,,,
1759,07/02/24 10:30:00 PM,96.483,23.196,,,,,
1760,07/02/24 10:45:00 PM,96.604,23.196,,,,,
1761,07/02/24 11:00:00 PM,96.574,23.196,,,,,
1762,07/02/24 11:15:00 PM,96.554,23.196,,,,,
1763,07/02/24 11:30:00 PM,96.534,23.196,,,,,
1764,07/02/24 11:45:00 PM,96.511,23.100,,,,,
1765,07/03/24 12:00:00 AM,96.501,23.100,,,,,
1766,07/03/24 12:15:00 AM,96.471,23.100,,,,,
1767,07/03/24 12:30:00 AM,96.458,23.004,,,,,
1768,07/03/24 12:45:00 AM,96.458,23.004,,,,,
1769,07/03/24 01:00:00 AM,96.435,22.908,,,,,
1770,07/03/24 01:15:00 AM,96.410,22.717,,,,,
1771,07/03/24 01:30:00 AM,96.370,22.717,,,,,
1772,07/03/24 01:45:00 AM,96.347,22.621,,,,,
1773,07/03/24 02:00:00 AM,96.347,22.621,,,,,
1774,07/03/24 02:15:00 AM,96.347,22.621,,,,,
1775,07/03/24 02:30:00 AM,96.347,22.621,,,,,
1776,07/03/24 02:45:00 AM,96.337,22.621,,,,,
1777,07/03/24 03:00:00 AM,96.347,22.621,,,,,
1778,07/03/24 03:15:00 AM,96.415,22.525,,,,,
1779,07/03/24 03:30:00 AM,96.415,22.525,,,,,
1780,07/03/24 03:45:00 AM,96.425,22.525,,,,,
1781,07/03/24 04:00:00 AM,96.415,22.525,,,,,
1782,07/03/24 04:15:00 AM,96.415,22.525,,,,,
1783,07/03/24 04:30:00 AM,96.435,22.525,,,,,
1784,07/03/24 04:45:00 AM,96.465,22.525,,,,,
1785,07/03/24 05:00:00 AM,96.455,22.525,,,,,
1786,07/03/24 05:15:00 AM,96.465,22.525,,,,,
1787,07/03/24 05:30:00 AM,96.473,22.429,,,,,
1788,07/03/24 05:45:00 AM,96.493,22.429,,,,,
1789,07/03/24 06:00:00 AM,96.543,22.429,,,,,
1790,07/03/24 06:15:00 AM,96.573,22.429,,,,,
1791,07/03/24 06:30:00 AM,96.576,22.525,,,,,
1792,07/03/24 06:45:00 AM,96.576,22.525,,,,,
1793,07/03/24 07:00:00 AM,96.599,22.621,,,,,
1794,07/03/24 07:15:00 AM,96.632,22.717,,,,,
1795,07/03/24 07:30:00 AM,96.644,22.812,,,,,
1796,07/03/24 07:45:00 AM,96.647,22.908,,,,,
1797,07/03/24 08:00:00 AM,96.659,23.004,,,,,
1798,07/03/24 08:15:00 AM,96.662,23.100,,,,,
1799,07/03/24 08:30:00 AM,96.657,23.292,,,,,
1800,07/03/24 08:45:00 AM,96.670,23.388,,,,,
1801,07/03/24 09:00:00 AM,96.672,23.484,,,,,
1802,07/03/24 09:15:00 AM,96.662,23.484,,,,,
1803,07/03/24 09:30:00 AM,96.644,23.581,,,,,
1804,07/03/24 09:45:00 AM,96.627,23.677,,,,,
1805,07/03/24 10:00:00 AM,96.594,23.966,,,,,
1806,07/03/24 10:15:00 AM,96.581,24.255,,,,,
1807,07/03/24 10:30:00 AM,96.568,24.545,,,,,
1808,07/03/24 10:45:00 AM,96.525,24.835,,,,,
1809,07/03/24 11:00:00 AM,96.540,25.028,,,,,
1810,07/03/24 11:15:00 AM,96.520,25.028,,,,,
1811,07/03/24 11:30:00 AM,96.490,25.028,,,,,
1812,07/03/24 11:45:00 AM,96.460,25.028,,,,,
1813,07/03/24 12:00:00 PM,96.420,25.028,,,,,
1814,07/03/24 12:15:00 PM,96.387,24.931,,,,,
1815,07/03/24 12:30:00 PM,96.349,25.028,,,,,
1816,07/03/24 12:45:00 PM,96.321,25.125,,,,,
1817,07/03/24 01:00:00 PM,96.293,25.222,,,,,
1818,07/03/24 01:15:00 PM,96.248,25.416,,,,,
1819,07/03/24 01:30:00 PM,96.220,25.513,,,,,
1820,07/03/24 01:45:00 PM,96.182,25.610,,,,,
1821,07/03/24 02:00:00 PM,96.184,25.708,,,,,
1822,07/03/24 02:15:00 PM,96.142,25.610,,,,,
1823,07/03/24 02:30:00 PM,96.101,25.610,,,,,
1824,07/03/24 02:45:00 PM,96.063,25.708,,,,,
1825,07/03/24 03:00:00 PM,96.021,25.610,,,,,
1826,07/03/24 03:15:00 PM,96.011,25.610,,,,,
1827,07/03/24 03:30:00 PM,96.011,25.610,,,,,
1828,07/03/24 03:45:00 PM,95.993,25.708,,,,,
1829,07/03/24 04:00:00 PM,95.973,25.708,,,,,
1830,07/03/24 04:15:00 PM,96.001,25.610,,,,,
1831,07/03/24 04:30:00 PM,95.958,25.513,,,,,
1832,07/03/24 04:45:00 PM,95.986,25.416,,,,,
1833,07/03/24 05:00:00 PM,95.986,25.416,,,,,
1834,07/03/24 05:15:00 PM,96.001,25.222,,,,,
1835,07/03/24 05:30:00 PM,95.999,25.125,,,,,
1836,07/03/24 05:45:00 PM,96.006,25.028,,,,,
1837,07/03/24 06:00:00 PM,96.034,24.931,,,,,
1838,07/03/24 06:15:00 PM,96.029,24.738,,,,,
1839,07/03/24 06:30:00 PM,96.027,24.641,,,,,
1840,07/03/24 06:45:00 PM,96.037,24.641,,,,,
1841,07/03/24 07:00:00 PM,96.034,24.545,,,,,
1842,07/03/24 07:15:00 PM,96.042,24.448,,,,,
1843,07/03/24 07:30:00 PM,96.052,24.448,,,,,
1844,07/03/24 07:45:00 PM,96.080,24.351,,,,,
1845,07/03/24 08:00:00 PM,96.098,24.255,,,,,
1846,07/03/24 08:15:00 PM,96.065,24.158,,,,,
1847,07/03/24 08:30:00 PM,96.062,24.062,,,,,
1848,07/03/24 08:45:00 PM,96.103,24.062,,,,,
1849,07/03/24 09:00:00 PM,96.080,23.966,,,,,
1850,07/03/24 09:15:00 PM,96.070,23.966,,,,,
1851,07/03/24 09:30:00 PM,96.060,23.966,,,,,
1852,07/03/24 09:45:00 PM,96.068,23.869,,,,,
1853,07/03/24 10:00:00 PM,96.065,23.773,,,,,
1854,07/03/24 10:15:00 PM,96.113,23.677,,,,,
1855,07/03/24 10:30:00 PM,96.048,23.484,,,,,
1856,07/03/24 10:45:00 PM,96.098,23.484,,,,,
1857,07/03/24 11:00:00 PM,96.055,23.388,,,,,
1858,07/03/24 11:15:00 PM,96.002,23.292,,,,,
1859,07/03/24 11:30:00 PM,95.949,23.196,,,,,
1860,07/03/24 11:45:00 PM,95.929,23.196,,,,,
1861,07/04/24 12:00:00 AM,95.909,23.196,,,,,
1862,07/04/24 12:15:00 AM,95.886,23.100,,,,,
1863,07/04/24 12:30:00 AM,95.866,23.100,,,,,
1864,07/04/24 12:45:00 AM,95.985,23.004,,,,,
1865,07/04/24 01:00:00 AM,95.954,23.004,,,,,
1866,07/04/24 01:15:00 AM,95.891,22.908,,,,,
1867,07/04/24 01:30:00 AM,95.879,22.812,,,,,
1868,07/04/24 01:45:00 AM,95.869,22.812,,,,,
1869,07/04/24 02:00:00 AM,95.846,22.717,,,,,
1870,07/04/24 02:15:00 AM,95.836,22.717,,,,,
1871,07/04/24 02:30:00 AM,95.803,22.621,,,,,
1872,07/04/24 02:45:00 AM,95.803,22.621,,,,,
1873,07/04/24 03:00:00 AM,95.783,22.621,,,,,
1874,07/04/24 03:15:00 AM,95.771,22.525,,,,,
1875,07/04/24 03:30:00 AM,95.760,22.525,,,,,
1876,07/04/24 03:45:00 AM,95.771,22.525,,,,,
1877,07/04/24 04:00:00 AM,95.740,22.525,,,,,
1878,07/04/24 04:15:00 AM,95.748,22.429,,,,,
1879,07/04/24 04:30:00 AM,95.738,22.429,,,,,
1880,07/04/24 04:45:00 AM,95.748,22.429,,,,,
1881,07/04/24 05:00:00 AM,95.735,22.333,,,,,
1882,07/04/24 05:15:00 AM,95.745,22.333,,,,,
1883,07/04/24 05:30:00 AM,95.743,22.238,,,,,
1884,07/04/24 05:45:00 AM,95.753,22.238,,,,,
1885,07/04/24 06:00:00 AM,95.743,22.238,,,,,
1886,07/04/24 06:15:00 AM,95.783,22.238,,,,,
1887,07/04/24 06:30:00 AM,95.793,22.238,,,,,
1888,07/04/24 06:45:00 AM,95.796,22.333,,,,,
1889,07/04/24 07:00:00 AM,95.818,22.429,,,,,
1890,07/04/24 07:15:00 AM,95.821,22.525,,,,,
1891,07/04/24 07:30:00 AM,95.833,22.621,,,,,
1892,07/04/24 07:45:00 AM,95.879,22.812,,,,,
1893,07/04/24 08:00:00 AM,95.891,22.908,,,,,
1894,07/04/24 08:15:00 AM,95.907,23.100,,,,,
1895,07/04/24 08:30:00 AM,95.909,23.196,,,,,
1896,07/04/24 08:45:00 AM,95.914,23.388,,,,,
1897,07/04/24 09:00:00 AM,95.917,23.484,,,,,
1898,07/04/24 09:15:00 AM,95.894,23.773,,,,,
1899,07/04/24 09:30:00 AM,95.899,23.966,,,,,
1900,07/04/24 09:45:00 AM,95.904,24.158,,,,,
1901,07/04/24 10:00:00 AM,95.886,24.255,,,,,
1902,07/04/24 10:15:00 AM,95.858,24.351,,,,,
1903,07/04/24 10:30:00 AM,95.833,24.545,,,,,
1904,07/04/24 10:45:00 AM,95.798,24.738,,,,,
1905,07/04/24 11:00:00 AM,95.775,25.028,,,,,
1906,07/04/24 11:15:00 AM,95.752,25.319,,,,,
1907,07/04/24 11:30:00 AM,95.721,25.708,,,,,
1908,07/04/24 11:45:00 AM,95.690,26.097,,,,,
1909,07/04/24 12:00:00 PM,95.647,26.390,,,,,
1910,07/04/24 12:15:00 PM,95.629,26.488,,,,,
1911,07/04/24 12:30:00 PM,95.619,26.488,,,,,
1912,07/04/24 12:45:00 PM,95.553,26.683,,,,,
1913,07/04/24 01:00:00 PM,95.537,26.879,,,,,
1914,07/04/24 01:15:00 PM,95.525,26.781,,,,,
1915,07/04/24 01:30:00 PM,95.513,26.683,,,,,
1916,07/04/24 01:45:00 PM,95.480,26.585,,,,,
1917,07/04/24 02:00:00 PM,95.442,26.683,,,,,
1918,07/04/24 02:15:00 PM,95.424,26.781,,,,,
1919,07/04/24 02:30:00 PM,95.444,26.781,,,,,
1920,07/04/24 02:45:00 PM,95.399,26.977,,,,,
1921,07/04/24 03:00:00 PM,95.443,27.173,,,,,
1922,07/04/24 03:15:00 PM,95.440,27.468,,,,,
1923,07/04/24 03:30:00 PM,95.491,27.468,,,,,
1924,07/04/24 03:45:00 PM,95.450,27.468,,,,,
1925,07/04/24 04:00:00 PM,95.470,27.468,,,,,
1926,07/04/24 04:15:00 PM,95.501,27.468,,,,,
1927,07/04/24 04:30:00 PM,95.547,27.272,,,,,
1928,07/04/24 04:45:00 PM,95.562,27.075,,,,,
1929,07/04/24 05:00:00 PM,95.578,26.879,,,,,
1930,07/04/24 05:15:00 PM,95.631,26.585,,,,,
1931,07/04/24 05:30:00 PM,95.657,26.390,,,,,
1932,07/04/24 05:45:00 PM,95.672,26.195,,,,,
1933,07/04/24 06:00:00 PM,95.695,25.902,,,,,
1934,07/04/24 06:15:00 PM,95.723,25.805,,,,,
1935,07/04/24 06:30:00 PM,95.759,25.610,,,,,
1936,07/04/24 06:45:00 PM,95.807,25.513,,,,,
1937,07/04/24 07:00:00 PM,95.804,25.416,,,,,
1938,07/04/24 07:15:00 PM,95.842,25.319,,,,,
1939,07/04/24 07:30:00 PM,95.840,25.222,,,,,
1940,07/04/24 07:45:00 PM,95.948,25.125,,,,,
1941,07/04/24 08:00:00 PM,95.943,24.931,,,,,
1942,07/04/24 08:15:00 PM,95.931,24.835,,,,,
1943,07/04/24 08:30:00 PM,95.939,24.738,,,,,
1944,07/04/24 08:45:00 PM,95.949,24.738,,,,,
1945,07/04/24 09:00:00 PM,95.956,24.641,,,,,
1946,07/04/24 09:15:00 PM,95.944,24.545,,,,,
1947,07/04/24 09:30:00 PM,95.951,24.448,,,,,
1948,07/04/24 09:45:00 PM,95.959,24.351,,,,,
1949,07/04/24 10:00:00 PM,95.947,24.255,,,,,
1950,07/04/24 10:15:00 PM,95.964,24.158,,,,,
1951,07/04/24 10:30:00 PM,95.964,24.158,,,,,
1952,07/04/24 10:45:00 PM,95.952,24.062,,,,,
1953,07/04/24 11:00:00 PM,95.959,23.966,,,,,
1954,07/04/24 11:15:00 PM,95.947,23.869,,,,,
1955,07/04/24 11:30:00 PM,95.957,23.869,,,,,
1956,07/04/24 11:45:00 PM,95.954,23.773,,,,,
1957,07/05/24 12:00:00 AM,95.932,23.677,,,,,
1958,07/05/24 12:15:00 AM,95.922,23.677,,,,,
1959,07/05/24 12:30:00 AM,95.929,23.581,,,,,
1960,07/05/24 12:45:00 AM,95.917,23.484,,,,,
1961,07/05/24 01:00:00 AM,95.884,23.388,,,,,
1962,07/05/24 01:15:00 AM,95.864,23.388,,,,,
1963,07/05/24 01:30:00 AM,95.864,23.388,,,,,
1964,07/05/24 01:45:00 AM,95.831,23.292,,,,,
1965,07/05/24 02:00:00 AM,95.818,23.196,,,,,
1966,07/05/24 02:15:00 AM,95.839,23.196,,,,,
1967,07/05/24 02:30:00 AM,95.836,23.100,,,,,
1968,07/05/24 02:45:00 AM,95.846,23.100,,,,,
1969,07/05/24 03:00:00 AM,95.864,23.004,,,,,
1970,07/05/24 03:15:00 AM,95.874,23.004,,,,,
1971,07/05/24 03:30:00 AM,95.864,23.004,,,,,
1972,07/05/24 03:45:00 AM,95.874,23.004,,,,,
1973,07/05/24 04:00:00 AM,95.884,23.004,,,,,
1974,07/05/24 04:15:00 AM,95.901,22.908,,,,,
1975,07/05/24 04:30:00 AM,95.939,22.812,,,,,
1976,07/05/24 04:45:00 AM,95.929,22.812,,,,,
1977,07/05/24 05:00:00 AM,95.947,22.717,,,,,
1978,07/05/24 05:15:00 AM,95.964,22.621,,,,,
1979,07/05/24 05:30:00 AM,96.005,22.621,,,,,
1980,07/05/24 05:45:00 AM,95.992,22.525,,,,,
1981,07/05/24 06:00:00 AM,96.012,22.525,,,,,
1982,07/05/24 06:15:00 AM,95.985,22.621,,,,,
1983,07/05/24 06:30:00 AM,95.995,22.621,,,,,
1984,07/05/24 06:45:00 AM,95.985,22.621,,,,,
1985,07/05/24 07:00:00 AM,95.957,22.717,,,,,
1986,07/05/24 07:15:00 AM,95.949,22.812,,,,,
1987,07/05/24 07:30:00 AM,95.934,23.004,,,,,
1988,07/05/24 07:45:00 AM,95.949,23.196,,,,,
1989,07/05/24 08:00:00 AM,95.954,23.388,,,,,
1990,07/05/24 08:15:00 AM,95.967,23.484,,,,,
1991,07/05/24 08:30:00 AM,95.962,23.677,,,,,
1992,07/05/24 08:45:00 AM,95.957,23.869,,,,,
1993,07/05/24 09:00:00 AM,95.942,24.062,,,,,
1994,07/05/24 09:15:00 AM,95.957,24.255,,,,,
1995,07/05/24 09:30:00 AM,95.931,24.448,,,,,
1996,07/05/24 09:45:00 AM,95.916,24.641,,,,,
1997,07/05/24 10:00:00 AM,95.891,24.835,,,,,
1998,07/05/24 10:15:00 AM,95.865,25.028,,,,,
1999,07/05/24 10:30:00 AM,95.860,25.222,,,,,
2000,07/05/24 10:45:00 AM,95.855,25.416,,,,,
2001,07/05/24 11:00:00 AM,95.839,25.610,,,,,
2002,07/05/24 11:15:00 AM,95.832,25.708,,,,,
2003,07/05/24 11:30:00 AM,95.794,25.805,,,,,
2004,07/05/24 11:45:00 AM,95.786,25.902,,,,,
2005,07/05/24 12:00:00 PM,95.758,26.000,,,,,
2006,07/05/24 12:15:00 PM,95.745,26.292,,,,,
2007,07/05/24 12:30:00 PM,95.709,26.488,,,,,
2008,07/05/24 12:45:00 PM,95.664,26.683,,,,,
2009,07/05/24 01:00:00 PM,95.658,26.879,,,,,
2010,07/05/24 01:15:00 PM,95.613,27.075,,,,,
2011,07/05/24 01:30:00 PM,95.577,27.272,,,,,
2012,07/05/24 01:45:00 PM,95.581,27.468,,,,,
2013,07/05/24 02:00:00 PM,95.581,27.468,,,,,
2014,07/05/24 02:15:00 PM,95.574,27.567,,,,,
2015,07/05/24 02:30:00 PM,95.541,27.468,,,,,
2016,07/05/24 02:45:00 PM,95.551,27.468,,,,,
2017,07/05/24 03:00:00 PM,95.498,27.370,,,,,
2018,07/05/24 03:15:00 PM,95.481,27.468,,,,,
2019,07/05/24 03:30:00 PM,95.483,27.567,,,,,
2020,07/05/24 03:45:00 PM,95.515,27.665,,,,,
2021,07/05/24 04:00:00 PM,95.533,27.567,,,,,
2022,07/05/24 04:15:00 PM,95.553,27.567,,,,,
2023,07/05/24 04:30:00 PM,95.599,27.370,,,,,
2024,07/05/24 04:45:00 PM,95.655,27.173,,,,,
2025,07/05/24 05:00:00 PM,95.719,26.879,,,,,
2026,07/05/24 05:15:00 PM,95.772,26.585,,,,,
2027,07/05/24 05:30:00 PM,95.828,26.390,,,,,
2028,07/05/24 05:45:00 PM,95.874,26.195,,,,,
2029,07/05/24 06:00:00 PM,95.889,26.000,,,,,
2030,07/05/24 06:15:00 PM,95.905,25.805,,,,,
2031,07/05/24 06:30:00 PM,96.063,25.708,,,,,
2032,07/05/24 06:45:00 PM,96.109,25.513,,,,,
2033,07/05/24 07:00:00 PM,96.167,25.416,,,,,
2034,07/05/24 07:15:00 PM,96.215,25.319,,,,,
2035,07/05/24 07:30:00 PM,96.233,25.222,,,,,
2036,07/05/24 07:45:00 PM,96.241,25.125,,,,,
2037,07/05/24 08:00:00 PM,96.258,25.028,,,,,
2038,07/05/24 08:15:00 PM,96.278,25.028,,,,,
2039,07/05/24 08:30:00 PM,96.286,24.931,,,,,
2040,07/05/24 08:45:00 PM,96.304,24.835,,,,,
2041,07/05/24 09:00:00 PM,96.301,24.738,,,,,
2042,07/05/24 09:15:00 PM,96.301,24.738,,,,,
2043,07/05/24 09:30:00 PM,96.269,24.641,,,,,
2044,07/05/24 09:45:00 PM,96.259,24.641,,,,,
2045,07/05/24 10:00:00 PM,96.256,24.545,,,,,
2046,07/05/24 10:15:00 PM,96.276,24.545,,,,,
2047,07/05/24 10:30:00 PM,96.284,24.448,,,,,
2048,07/05/24 10:45:00 PM,96.254,24.448,,,,,
2049,07/05/24 11:00:00 PM,96.241,24.351,,,,,
2050,07/05/24 11:15:00 PM,96.357,24.158,,,,,
2051,07/05/24 11:30:00 PM,96.478,23.388,,,,,
2052,07/05/24 11:45:00 PM,96.440,23.100,,,,,
2053,07/06/24 12:00:00 AM,96.380,23.100,,,,,
2054,07/06/24 12:15:00 AM,96.330,23.100,,,,,
2055,07/06/24 12:30:00 AM,96.299,23.100,,,,,
2056,07/06/24 12:45:00 AM,96.357,23.004,,,,,
2057,07/06/24 01:00:00 AM,96.307,23.004,,,,,
2058,07/06/24 01:15:00 AM,96.267,23.004,,,,,
2059,07/06/24 01:30:00 AM,96.216,23.004,,,,,
2060,07/06/24 01:45:00 AM,96.226,23.004,,,,,
2061,07/06/24 02:00:00 AM,96.196,23.004,,,,,
2062,07/06/24 02:15:00 AM,96.186,23.004,,,,,
2063,07/06/24 02:30:00 AM,96.186,23.004,,,,,
2064,07/06/24 02:45:00 AM,96.176,23.004,,,,,
2065,07/06/24 03:00:00 AM,96.206,23.004,,,,,
2066,07/06/24 03:15:00 AM,96.216,23.004,,,,,
2067,07/06/24 03:30:00 AM,96.226,23.004,,,,,
2068,07/06/24 03:45:00 AM,96.226,23.004,,,,,
2069,07/06/24 04:00:00 AM,96.236,23.004,,,,,
2070,07/06/24 04:15:00 AM,96.264,22.908,,,,,
2071,07/06/24 04:30:00 AM,96.274,22.908,,,,,
2072,07/06/24 04:45:00 AM,96.284,22.908,,,,,
2073,07/06/24 05:00:00 AM,96.324,22.908,,,,,
2074,07/06/24 05:15:00 AM,96.342,22.812,,,,,
2075,07/06/24 05:30:00 AM,96.372,22.812,,,,,
2076,07/06/24 05:45:00 AM,96.392,22.812,,,,,
2077,07/06/24 06:00:00 AM,96.380,22.717,,,,,
2078,07/06/24 06:15:00 AM,96.372,22.812,,,,,
2079,07/06/24 06:30:00 AM,96.362,22.812,,,,,
2080,07/06/24 06:45:00 AM,96.362,22.812,,,,,
2081,07/06/24 07:00:00 AM,96.324,22.908,,,,,
2082,07/06/24 07:15:00 AM,96.314,22.908,,,,,
2083,07/06/24 07:30:00 AM,96.277,23.004,,,,,
2084,07/06/24 07:45:00 AM,96.269,23.100,,,,,
2085,07/06/24 08:00:00 AM,96.241,23.196,,,,,
2086,07/06/24 08:15:00 AM,96.214,23.292,,,,,
2087,07/06/24 08:30:00 AM,96.216,23.388,,,,,
2088,07/06/24 08:45:00 AM,96.211,23.581,,,,,
2089,07/06/24 09:00:00 AM,96.206,23.773,,,,,
2090,07/06/24 09:15:00 AM,96.171,23.966,,,,,
2091,07/06/24 09:30:00 AM,96.146,24.158,,,,,
2092,07/06/24 09:45:00 AM,96.138,24.255,,,,,
2093,07/06/24 10:00:00 AM,96.120,24.351,,,,,
2094,07/06/24 10:15:00 AM,96.103,24.448,,,,,
2095,07/06/24 10:30:00 AM,96.115,24.545,,,,,
2096,07/06/24 10:45:00 AM,96.077,24.641,,,,,
2097,07/06/24 11:00:00 AM,96.042,24.835,,,,,
2098,07/06/24 11:15:00 AM,96.019,25.125,,,,,
2099,07/06/24 11:30:00 AM,96.004,25.319,,,,,
2100,07/06/24 11:45:00 AM,95.976,25.416,,,,,
2101,07/06/24 12:00:00 PM,95.920,25.610,,,,,
2102,07/06/24 12:15:00 PM,95.925,25.805,,,,,
2103,07/06/24 12:30:00 PM,95.897,25.902,,,,,
2104,07/06/24 12:45:00 PM,95.857,25.902,,,,,
2105,07/06/24 01:00:00 PM,95.839,26.000,,,,,
2106,07/06/24 01:15:00 PM,95.791,26.097,,,,,
2107,07/06/24 01:30:00 PM,95.753,26.195,,,,,
2108,07/06/24 01:45:00 PM,95.725,26.292,,,,,
2109,07/06/24 02:00:00 PM,95.705,26.292,,,,,
2110,07/06/24 02:15:00 PM,95.735,26.292,,,,,
2111,07/06/24 02:30:00 PM,95.725,26.292,,,,,
2112,07/06/24 02:45:00 PM,95.803,26.195,,,,,
2113,07/06/24 03:00:00 PM,95.899,26.000,,,,,
2114,07/06/24 03:15:00 PM,95.895,25.805,,,,,
2115,07/06/24 03:30:00 PM,95.912,25.708,,,,,
2116,07/06/24 03:45:00 PM,95.920,25.610,,,,,
2117,07/06/24 04:00:00 PM,95.900,25.610,,,,,
2118,07/06/24 04:15:00 PM,95.978,25.513,,,,,
2119,07/06/24 04:30:00 PM,96.046,25.416,,,,,
2120,07/06/24 04:45:00 PM,96.110,25.125,,,,,
2121,07/06/24 05:00:00 PM,96.165,24.931,,,,,
2122,07/06/24 05:15:00 PM,96.238,24.641,,,,,
2123,07/06/24 05:30:00 PM,96.281,24.351,,,,,
2124,07/06/24 05:45:00 PM,96.287,24.158,,,,,
2125,07/06/24 06:00:00 PM,96.284,24.062,,,,,
2126,07/06/24 06:15:00 PM,96.314,24.062,,,,,
2127,07/06/24 06:30:00 PM,96.332,23.966,,,,,
2128,07/06/24 06:45:00 PM,96.370,23.869,,,,,
2129,07/06/24 07:00:00 PM,96.377,23.773,,,,,
2130,07/06/24 07:15:00 PM,96.395,23.677,,,,,
2131,07/06/24 07:30:00 PM,96.395,23.677,,,,,
2132,07/06/24 07:45:00 PM,96.413,23.581,,,,,
2133,07/06/24 08:00:00 PM,96.483,23.581,,,,,
2134,07/06/24 08:15:00 PM,96.491,23.484,,,,,
2135,07/06/24 08:30:00 PM,96.491,23.484,,,,,
2136,07/06/24 08:45:00 PM,96.498,23.388,,,,,
2137,07/06/24 09:00:00 PM,96.518,23.388,,,,,
2138,07/06/24 09:15:00 PM,96.539,23.388,,,,,
2139,07/06/24 09:30:00 PM,96.536,23.292,,,,,
2140,07/06/24 09:45:00 PM,96.536,23.292,,,,,
2141,07/06/24 10:00:00 PM,96.516,23.292,,,,,
2142,07/06/24 10:15:00 PM,96.506,23.292,,,,,
2143,07/06/24 10:30:00 PM,96.496,23.292,,,,,
2144,07/06/24 10:45:00 PM,96.476,23.292,,,,,
2145,07/06/24 11:00:00 PM,96.523,23.196,,,,,
2146,07/06/24 11:15:00 PM,96.501,23.100,,,,,
2147,07/06/24 11:30:00 PM,96.511,23.100,,,,,
2148,07/06/24 11:45:00 PM,96.511,23.100,,,,,
2149,07/07/24 12:00:00 AM,96.488,23.004,,,,,
2150,07/07/24 12:15:00 AM,96.478,23.004,,,,,
2151,07/07/24 12:30:00 AM,96.455,22.908,,,,,
2152,07/07/24 12:45:00 AM,96.445,22.908,,,,,
2153,07/07/24 01:00:00 AM,96.415,22.908,,,,,
2154,07/07/24 01:15:00 AM,96.415,22.908,,,,,
2155,07/07/24 01:30:00 AM,96.402,22.812,,,,,
2156,07/07/24 01:45:00 AM,96.372,22.812,,,,,
2157,07/07/24 02:00:00 AM,96.392,22.812,,,,,
2158,07/07/24 02:15:00 AM,96.372,22.812,,,,,
2159,07/07/24 02:30:00 AM,96.352,22.812,,,,,
2160,07/07/24 02:45:00 AM,96.380,22.717,,,,,
2161,07/07/24 03:00:00 AM,96.390,22.717,,,,,
2162,07/07/24 03:15:00 AM,96.390,22.717,,,,,
2163,07/07/24 03:30:00 AM,96.397,22.621,,,,,
2164,07/07/24 03:45:00 AM,96.397,22.621,,,,,
2165,07/07/24 04:00:00 AM,96.417,22.621,,,,,
